origem_linha,particao
22327,treino
17562,treino
16291,treino
26949,treino
23712,treino
28761,treino
9749,treino
28091,treino
17782,treino
23338,treino
26805,treino
26950,treino
21198,treino
663,treino
29414,treino
10795,treino
8568,treino
14525,treino
10786,treino
32272,treino
21355,treino
17440,treino
15578,treino
27502,treino
22895,treino
11760,treino
1904,treino
29836,treino
29748,treino
22074,treino
19521,treino
7980,treino
12121,treino
25384,treino
5390,treino
24342,treino
19600,treino
6905,treino
15009,treino
14321,treino
2495,treino
28512,treino
5898,treino
23806,treino
23580,treino
10124,treino
12115,treino
19567,treino
6797,treino
12776,treino
13597,treino
9086,treino
31899,treino
24914,treino
13172,treino
18317,treino
29987,treino
23239,treino
26190,treino
4914,treino
9025,treino
11240,treino
24067,treino
13525,treino
5482,treino
21764,treino
28781,treino
21383,treino
28656,treino
17704,treino
17959,treino
22337,treino
28902,treino
29434,treino
11420,treino
28670,treino
30318,treino
15112,treino
1526,treino
15882,treino
15017,treino
28527,treino
9941,treino
2882,treino
27434,treino
16266,treino
22853,treino
29445,treino
21257,treino
10844,treino
20446,treino
30195,treino
10859,treino
10390,treino
7255,treino
31530,treino
6417,treino
18576,treino
19177,treino
11233,treino
18064,treino
664,treino
3574,treino
27382,treino
25661,treino
12069,treino
9685,treino
14788,treino
5363,treino
13165,treino
17307,treino
8438,treino
21469,treino
20393,treino
22416,treino
26472,treino
30470,treino
18846,treino
22863,treino
26800,treino
23710,treino
10428,treino
24089,treino
13857,treino
22161,treino
17895,treino
9258,treino
19582,treino
17699,treino
23749,treino
9176,treino
25520,treino
2596,treino
17580,treino
19746,treino
8353,treino
6362,treino
14744,treino
17363,treino
19273,treino
5980,treino
17013,treino
27596,treino
30581,treino
21174,treino
22232,treino
29363,treino
24243,treino
5825,treino
9140,treino
28271,treino
18841,treino
32123,treino
8885,treino
21908,treino
26393,treino
3242,treino
4890,treino
20606,treino
23865,treino
6946,treino
10737,treino
11519,treino
9912,treino
17118,treino
28506,treino
2261,treino
12420,treino
1418,treino
29608,treino
7561,treino
18239,treino
27810,treino
13641,treino
3362,treino
9090,treino
8317,treino
13322,treino
27046,treino
16426,treino
15484,treino
16350,treino
2457,treino
13838,treino
9753,treino
22443,treino
18396,treino
1411,treino
28805,treino
2273,treino
20632,treino
15315,treino
26237,treino
14875,treino
3126,treino
11900,treino
27836,treino
13466,treino
16063,treino
6687,treino
5683,treino
4052,treino
26724,treino
28517,treino
25942,treino
29042,treino
12984,treino
14978,treino
7659,treino
28635,treino
8720,treino
12419,treino
11073,treino
2085,treino
572,treino
31954,treino
28123,treino
4169,treino
2920,treino
31945,treino
24257,treino
24103,treino
18596,treino
26644,treino
11297,treino
26354,treino
24823,treino
18305,treino
25480,treino
18793,treino
4522,treino
7664,treino
4853,treino
32063,treino
26229,treino
27122,treino
26282,treino
30256,treino
23364,treino
8024,treino
3815,treino
20733,treino
23021,treino
5259,treino
30338,treino
20047,treino
7314,treino
23222,treino
15628,treino
22139,treino
14808,treino
15786,treino
6345,treino
945,treino
809,treino
15635,treino
1623,treino
27744,treino
30618,treino
22037,treino
4641,treino
26851,treino
16656,treino
8204,treino
6674,treino
1194,treino
11120,treino
25462,treino
32032,treino
11673,treino
862,treino
7268,treino
30844,treino
514,treino
23718,treino
11954,treino
31130,treino
27680,treino
26189,treino
27485,treino
18555,treino
21590,treino
3615,treino
10040,treino
9592,treino
20332,treino
13031,treino
26090,treino
7646,treino
32436,treino
23180,treino
12067,treino
27303,treino
7677,treino
24273,treino
23792,treino
16842,treino
31005,treino
1470,treino
22200,treino
23244,treino
665,treino
28941,treino
29394,treino
13714,treino
15886,treino
5986,treino
7890,treino
11024,treino
32146,treino
2102,treino
26163,treino
23592,treino
29818,treino
20503,treino
27355,treino
16573,treino
12719,treino
4772,treino
9430,treino
2264,treino
25276,treino
2842,treino
23980,treino
5654,treino
5910,treino
18128,treino
10297,treino
27750,treino
28004,treino
15400,treino
16303,treino
27913,treino
3648,treino
7695,treino
16446,treino
10138,treino
24599,treino
8316,treino
25218,treino
20303,treino
19722,treino
2829,treino
3900,treino
12186,treino
27354,treino
15330,treino
14629,treino
5321,treino
31701,treino
4639,treino
32526,treino
15363,treino
6994,treino
13503,treino
24405,treino
22358,treino
12160,treino
27594,treino
27544,treino
25728,treino
25194,treino
4714,treino
23719,treino
3624,treino
3273,treino
7289,treino
12728,treino
26128,treino
19209,treino
24097,treino
27667,treino
30927,treino
24150,treino
27229,treino
2,treino
25114,treino
23877,treino
714,treino
4717,treino
6595,treino
2203,treino
13718,treino
7180,treino
2616,treino
9065,treino
19854,treino
31025,treino
18805,treino
17602,treino
19315,treino
2077,treino
12752,treino
9083,treino
29339,treino
14297,treino
10290,treino
31911,treino
11885,treino
6205,treino
26896,treino
5169,treino
5037,treino
29282,treino
9584,treino
17282,treino
130,treino
18114,treino
2233,treino
3096,treino
19355,treino
31930,treino
3693,treino
12610,treino
20193,treino
18658,treino
20009,treino
9880,treino
28462,treino
3465,treino
10564,treino
21858,treino
7972,treino
5760,treino
23957,treino
23920,treino
22952,treino
20175,treino
11966,treino
3979,treino
14985,treino
28350,treino
26597,treino
25279,treino
4266,treino
27933,treino
10704,treino
11893,treino
5204,treino
12337,treino
1588,treino
25010,treino
11361,treino
3250,treino
25756,treino
28156,treino
17150,treino
22867,treino
8017,treino
21761,treino
16413,treino
29189,treino
22029,treino
23892,treino
8078,treino
12367,treino
5862,treino
608,treino
17487,treino
16591,treino
31053,treino
21440,treino
23367,treino
9116,treino
2248,treino
1122,treino
32497,treino
31678,treino
9813,treino
1000,treino
13196,treino
20219,treino
14588,treino
14020,treino
614,treino
32428,treino
425,treino
18352,treino
26172,treino
22483,treino
28151,treino
26454,treino
21594,treino
4417,treino
15842,treino
15524,treino
31794,treino
5952,treino
4192,treino
23618,treino
8264,treino
10414,treino
10848,treino
17784,treino
20854,treino
24183,treino
2119,treino
27141,treino
18692,treino
16913,treino
3946,treino
16285,treino
10051,treino
10313,treino
17889,treino
19797,treino
25110,treino
18170,treino
29079,treino
1605,treino
8325,treino
25672,treino
26614,treino
29998,treino
18381,treino
17074,treino
229,treino
31175,treino
1047,treino
15170,treino
2171,treino
4324,treino
11755,treino
26322,treino
30690,treino
32161,treino
17184,treino
28394,treino
17681,treino
21083,treino
1421,treino
32015,treino
3272,treino
15594,treino
23743,treino
16343,treino
15785,treino
5184,treino
31259,treino
25741,treino
27570,treino
25650,treino
30928,treino
3878,treino
28286,treino
23720,treino
21207,treino
26483,treino
24662,treino
18228,treino
12720,treino
30624,treino
23679,treino
22878,treino
28374,treino
11075,treino
12637,treino
16481,treino
6031,treino
4325,treino
133,treino
4986,treino
15356,treino
16625,treino
9201,treino
2177,treino
19694,treino
19811,treino
7697,treino
30527,treino
20248,treino
20186,treino
8671,treino
27287,treino
19806,treino
12480,treino
17217,treino
18546,treino
25937,treino
21596,treino
27263,treino
20315,treino
15368,treino
31288,treino
15412,treino
4739,treino
80,treino
21137,treino
21067,treino
11991,treino
17767,treino
27191,treino
15564,treino
26096,treino
12635,treino
20738,treino
6602,treino
13966,treino
7481,treino
16594,treino
2373,treino
19625,treino
888,treino
28592,treino
2121,treino
3005,treino
19706,treino
26832,treino
30157,treino
24608,treino
23715,treino
6354,treino
23124,treino
20353,treino
29323,treino
9860,treino
7893,treino
31902,treino
8976,treino
24824,treino
13637,treino
25121,treino
22889,treino
6287,treino
32120,treino
14598,treino
20329,treino
1028,treino
27222,treino
22446,treino
20731,treino
29348,treino
7883,treino
20879,treino
27018,treino
19158,treino
25651,treino
2982,treino
191,treino
25420,treino
6633,treino
26583,treino
29185,treino
14791,treino
344,treino
21729,treino
29970,treino
28227,treino
22461,treino
26477,treino
20261,treino
31181,treino
2635,treino
13957,treino
20982,treino
27623,treino
6278,treino
2231,treino
24035,treino
12330,treino
3977,treino
5572,treino
19761,treino
18891,treino
21002,treino
8108,treino
14072,treino
14775,treino
19850,treino
25125,treino
12395,treino
7692,treino
2738,treino
18895,treino
17277,treino
10293,treino
19825,treino
9094,treino
16586,treino
17203,treino
14867,treino
17432,treino
22706,treino
21332,treino
2050,treino
15120,treino
25456,treino
23322,treino
16880,treino
15535,treino
9997,treino
15387,treino
24986,treino
6313,treino
30220,treino
17738,treino
18346,treino
17950,treino
13582,treino
15236,treino
21448,treino
10272,treino
17245,treino
15370,treino
16738,treino
14543,treino
27673,treino
31357,treino
1222,treino
24582,treino
5307,treino
10968,treino
7960,treino
27654,treino
19556,treino
13495,treino
16073,treino
22427,treino
14096,treino
12870,treino
28737,treino
20024,treino
22983,treino
9975,treino
14313,treino
2852,treino
7004,treino
29366,treino
25203,treino
27304,treino
32358,treino
12188,treino
1979,treino
17760,treino
1180,treino
6334,treino
24002,treino
9899,treino
12797,treino
12153,treino
23695,treino
18178,treino
17218,treino
4681,treino
6746,treino
25792,treino
26032,treino
4840,treino
21812,treino
14896,treino
25845,treino
19151,treino
32368,treino
30370,treino
20617,treino
1528,treino
6538,treino
26039,treino
30598,treino
1869,treino
7716,treino
29719,treino
30209,treino
26465,treino
1051,treino
13041,treino
24175,treino
2381,treino
4564,treino
16081,treino
3159,treino
18869,treino
17933,treino
3321,treino
10602,treino
28267,treino
23761,treino
10965,treino
14911,treino
11972,treino
1504,treino
3214,treino
23161,treino
16826,treino
26796,treino
15023,treino
30162,treino
23228,treino
12986,treino
18222,treino
2763,treino
25306,treino
32204,treino
12391,treino
1999,treino
12008,treino
5029,treino
31472,treino
31429,treino
29230,treino
28094,treino
27531,treino
2100,treino
14248,treino
4981,treino
964,treino
8469,treino
7564,treino
5073,treino
6799,treino
2139,treino
18956,treino
5152,treino
22659,treino
21173,treino
27147,treino
28145,treino
9757,treino
25622,treino
26837,treino
22884,treino
2225,treino
26299,treino
15126,treino
27644,treino
10300,treino
20318,treino
30707,treino
30283,treino
27402,treino
19342,treino
535,treino
19393,treino
25838,treino
18296,treino
22577,treino
25311,treino
1019,treino
10782,treino
25357,treino
2925,treino
13151,treino
8986,treino
17505,treino
10435,treino
16528,treino
20351,treino
9767,treino
12585,treino
10177,treino
1821,treino
20822,treino
730,treino
15918,treino
25167,treino
3086,treino
9189,treino
31067,treino
657,treino
5352,treino
30250,treino
19565,treino
18582,treino
2563,treino
21347,treino
18632,treino
15168,treino
10459,treino
30743,treino
4707,treino
27872,treino
19268,treino
28445,treino
10008,treino
26101,treino
12173,treino
17871,treino
3055,treino
27648,treino
27371,treino
4899,treino
7850,treino
31811,treino
29124,treino
22318,treino
32029,treino
17595,treino
17834,treino
17174,treino
18728,treino
28641,treino
10150,treino
17358,treino
30533,treino
10846,treino
9202,treino
26898,treino
8281,treino
32498,treino
9775,treino
27155,treino
11890,treino
23798,treino
15904,treino
30740,treino
6441,treino
15443,treino
26760,treino
4485,treino
723,treino
18751,treino
29966,treino
6167,treino
7344,treino
28915,treino
16033,treino
21392,treino
10691,treino
22633,treino
7142,treino
14722,treino
13704,treino
28967,treino
1247,treino
22869,treino
27639,treino
14069,treino
2055,treino
32041,treino
15288,treino
3637,treino
6184,treino
5987,treino
16699,treino
20182,treino
27670,treino
2429,treino
26132,treino
13808,treino
8377,treino
6487,treino
23884,treino
25902,treino
11479,treino
2767,treino
19862,treino
7177,treino
24658,treino
15064,treino
18661,treino
31993,treino
21403,treino
1705,treino
3327,treino
9225,treino
21855,treino
13540,treino
7652,treino
16741,treino
711,treino
7914,treino
22166,treino
15206,treino
28596,treino
6149,treino
24584,treino
26857,treino
28433,treino
5188,treino
25933,treino
31444,treino
3512,treino
14210,treino
6302,treino
31870,treino
9228,treino
10899,treino
24730,treino
19482,treino
4466,treino
12974,treino
26649,treino
18472,treino
31692,treino
22023,treino
14139,treino
17104,treino
3680,treino
23759,treino
21374,treino
18104,treino
2784,treino
7414,treino
21522,treino
26867,treino
11841,treino
1955,treino
185,treino
5401,treino
763,treino
6092,treino
16669,treino
27000,treino
11312,treino
20295,treino
21419,treino
24565,treino
21716,treino
25198,treino
16532,treino
10912,treino
9495,treino
20743,treino
22979,treino
31436,treino
19717,treino
17232,treino
7731,treino
24129,treino
26403,treino
19815,treino
4413,treino
26608,treino
5019,treino
30202,treino
18088,treino
7766,treino
3111,treino
539,treino
14333,treino
18876,treino
8187,treino
22674,treino
26688,treino
21087,treino
19425,treino
19047,treino
4344,treino
12474,treino
5282,treino
25295,treino
27475,treino
19324,treino
9850,treino
23807,treino
14383,treino
31790,treino
12758,treino
25754,treino
1727,treino
8356,treino
21304,treino
20962,treino
30563,treino
12076,treino
18920,treino
28254,treino
20164,treino
22455,treino
32072,treino
26694,treino
7814,treino
11980,treino
29828,treino
448,treino
14860,treino
10672,treino
20373,treino
6686,treino
16433,treino
19232,treino
28334,treino
1891,treino
21164,treino
29280,treino
30683,treino
7576,treino
22255,treino
18112,treino
7499,treino
9445,treino
3635,treino
23574,treino
10681,treino
13304,treino
30132,treino
597,treino
31917,treino
11628,treino
8796,treino
15903,treino
15913,treino
19356,treino
28009,treino
96,treino
31539,treino
24298,treino
4146,treino
10245,treino
4460,treino
11548,treino
25225,treino
8982,treino
24294,treino
15852,treino
11252,treino
28818,treino
4418,treino
8878,treino
27647,treino
26302,treino
11724,treino
19053,treino
23145,treino
28622,treino
5148,treino
1676,treino
9509,treino
26553,treino
3631,treino
30392,treino
9842,treino
6457,treino
2013,treino
6080,treino
6604,treino
12813,treino
5174,treino
18540,treino
5584,treino
14765,treino
14144,treino
6185,treino
4120,treino
19788,treino
11622,treino
9598,treino
1408,treino
23237,treino
15830,treino
23091,treino
31540,treino
25552,treino
10324,treino
32488,treino
25291,treino
2886,treino
11513,treino
19923,treino
24278,treino
31102,treino
5638,treino
6363,treino
30512,treino
3846,treino
19643,treino
20118,treino
25061,treino
30483,treino
30153,treino
19411,treino
19062,treino
12831,treino
22211,treino
9017,treino
27882,treino
29963,treino
27256,treino
31320,treino
13045,treino
13154,treino
18753,treino
18204,treino
2621,treino
3328,treino
3421,treino
14859,treino
11785,treino
56,treino
18825,treino
4670,treino
29227,treino
28160,treino
30476,treino
8427,treino
29765,treino
5452,treino
7446,treino
23788,treino
7951,treino
21188,treino
2850,treino
704,treino
5462,treino
17366,treino
1895,treino
9271,treino
32414,treino
17755,treino
3860,treino
31901,treino
6133,treino
28620,treino
17046,treino
390,treino
6087,treino
22160,treino
32014,treino
32207,treino
19199,treino
26437,treino
18932,treino
2397,treino
19718,treino
13158,treino
13224,treino
16281,treino
30448,treino
212,treino
18486,treino
23107,treino
1569,treino
9845,treino
21295,treino
22832,treino
25631,treino
2883,treino
994,treino
9256,treino
27809,treino
27228,treino
29338,treino
14016,treino
15983,treino
12410,treino
22438,treino
18490,treino
23650,treino
31448,treino
16791,treino
3912,treino
5455,treino
14428,treino
16247,treino
15489,treino
14282,treino
247,treino
8182,treino
6495,treino
21620,treino
25979,treino
2227,treino
14832,treino
26768,treino
7927,treino
2198,treino
32261,treino
13996,treino
1713,treino
13416,treino
27589,treino
31378,treino
11206,treino
18173,treino
1018,treino
14561,treino
9459,treino
8113,treino
20518,treino
13609,treino
24061,treino
2523,treino
3348,treino
28723,treino
8958,treino
6053,treino
21426,treino
18856,treino
27613,treino
3718,treino
23438,treino
27351,treino
6009,treino
4595,treino
10066,treino
25873,treino
5878,treino
2793,treino
32019,treino
23054,treino
18143,treino
12411,treino
8973,treino
24160,treino
10902,treino
5394,treino
3842,treino
25392,treino
4768,treino
8977,treino
17678,treino
1780,treino
13226,treino
31708,treino
25048,treino
21989,treino
26301,treino
3501,treino
25749,treino
5626,treino
4450,treino
6945,treino
12781,treino
2192,treino
28226,treino
11453,treino
24191,treino
22449,treino
15180,treino
11122,treino
5534,treino
8743,treino
23556,treino
21672,treino
15592,treino
11499,treino
1042,treino
2750,treino
16550,treino
12027,treino
32078,treino
21270,treino
20258,treino
9959,treino
19148,treino
14149,treino
5996,treino
11072,treino
28575,treino
14717,treino
14983,treino
21998,treino
30012,treino
15383,treino
14800,treino
22118,treino
23458,treino
8478,treino
24082,treino
12614,treino
26746,treino
11772,treino
26423,treino
28099,treino
15972,treino
32112,treino
27782,treino
16673,treino
32118,treino
11607,treino
28958,treino
21054,treino
19206,treino
20389,treino
4601,treino
5094,treino
30981,treino
28831,treino
13350,treino
28120,treino
7663,treino
7730,treino
15472,treino
6315,treino
17027,treino
27468,treino
15317,treino
6035,treino
18318,treino
11884,treino
14537,treino
9893,treino
21271,treino
30069,treino
1092,treino
16268,treino
6682,treino
20037,treino
29914,treino
6503,treino
23096,treino
9182,treino
11064,treino
25414,treino
11501,treino
28495,treino
12318,treino
29359,treino
31173,treino
21030,treino
21946,treino
19902,treino
27202,treino
9604,treino
2711,treino
9714,treino
24795,treino
29647,treino
10058,treino
16364,treino
7025,treino
3232,treino
24707,treino
2609,treino
19409,treino
30845,treino
8110,treino
22958,treino
9782,treino
24875,treino
6873,treino
22459,treino
15824,treino
6096,treino
28270,treino
25620,treino
3702,treino
32027,treino
5289,treino
24391,treino
17937,treino
19257,treino
6450,treino
19769,treino
22954,treino
6342,treino
10239,treino
5212,treino
9142,treino
19234,treino
708,treino
30658,treino
29114,treino
554,treino
14771,treino
32081,treino
25968,treino
25609,treino
2460,treino
12093,treino
8868,treino
26844,treino
3750,treino
6941,treino
2201,treino
26799,treino
12802,treino
19074,treino
22798,treino
8907,treino
15944,treino
29411,treino
18541,treino
11874,treino
6768,treino
3268,treino
11792,treino
28177,treino
5116,treino
9773,treino
9589,treino
10146,treino
18735,treino
541,treino
23408,treino
15790,treino
30201,treino
17921,treino
3778,treino
21694,treino
3769,treino
30746,treino
31133,treino
14991,treino
9526,treino
507,treino
11887,treino
19427,treino
22938,treino
19977,treino
20529,treino
18323,treino
26735,treino
30810,treino
12000,treino
25154,treino
25852,treino
5962,treino
19459,treino
2084,treino
22102,treino
20396,treino
25405,treino
26192,treino
24552,treino
25683,treino
20147,treino
12625,treino
16554,treino
10892,treino
18056,treino
18168,treino
28717,treino
24141,treino
6539,treino
5763,treino
15454,treino
14355,treino
14304,treino
19033,treino
10491,treino
14249,treino
25247,treino
27775,treino
24426,treino
19707,treino
22367,treino
23424,treino
27841,treino
15026,treino
3494,treino
32036,treino
3641,treino
27102,treino
27831,treino
11374,treino
15089,treino
6904,treino
4138,treino
12973,treino
24673,treino
817,treino
11272,treino
10547,treino
15042,treino
14179,treino
27353,treino
10511,treino
4276,treino
15101,treino
12140,treino
23139,treino
30226,treino
10111,treino
16137,treino
30601,treino
8076,treino
11150,treino
10625,treino
29486,treino
11599,treino
23882,treino
18960,treino
16806,treino
11269,treino
22820,treino
30939,treino
17265,treino
6776,treino
25625,treino
12103,treino
28111,treino
14892,treino
27838,treino
14550,treino
24704,treino
7340,treino
3588,treino
31120,treino
9703,treino
5440,treino
355,treino
13536,treino
14927,treino
25666,treino
31014,treino
10122,treino
1030,treino
28461,treino
873,treino
17398,treino
14621,treino
10969,treino
15295,treino
5156,treino
15332,treino
32467,treino
3640,treino
9375,treino
8955,treino
31063,treino
31144,treino
10333,treino
3370,treino
4705,treino
19136,treino
25317,treino
7845,treino
24186,treino
9057,treino
16522,treino
11223,treino
10495,treino
31445,treino
3253,treino
17093,treino
18113,treino
170,treino
1771,treino
562,treino
31115,treino
27724,treino
16643,treino
11774,treino
20904,treino
20704,treino
23153,treino
17812,treino
20208,treino
11587,treino
10075,treino
22496,treino
26286,treino
13167,treino
5776,treino
16728,treino
21090,treino
28603,treino
27645,treino
8841,treino
26530,treino
15074,treino
16378,treino
30900,treino
25045,treino
19756,treino
30770,treino
30700,treino
12014,treino
13016,treino
8835,treino
32569,treino
13130,treino
19686,treino
25540,treino
12660,treino
9533,treino
2161,treino
5706,treino
14459,treino
15189,treino
6643,treino
10268,treino
31991,treino
19440,treino
29477,treino
32382,treino
22714,treino
27455,treino
21526,treino
30298,treino
15335,treino
10900,treino
5886,treino
22831,treino
6293,treino
1309,treino
5224,treino
26009,treino
13560,treino
7862,treino
19184,treino
8025,treino
29485,treino
10855,treino
19591,treino
26939,treino
18564,treino
31308,treino
22885,treino
11994,treino
17572,treino
709,treino
1086,treino
10970,treino
13913,treino
12403,treino
8272,treino
3463,treino
19366,treino
27042,treino
2934,treino
11061,treino
18737,treino
27568,treino
17112,treino
21013,treino
1565,treino
6438,treino
30950,treino
9263,treino
267,treino
27128,treino
32005,treino
31420,treino
25092,treino
27398,treino
20697,treino
30573,treino
12954,treino
1543,treino
1939,treino
16304,treino
9106,treino
1285,treino
22899,treino
2518,treino
13798,treino
29081,treino
31016,treino
28384,treino
22156,treino
20792,treino
4046,treino
24843,treino
7728,treino
13403,treino
30312,treino
9745,treino
11942,treino
9734,treino
805,treino
13247,treino
6010,treino
8293,treino
24959,treino
10216,treino
21730,treino
26762,treino
10328,treino
20968,treino
12878,treino
30234,treino
7809,treino
16501,treino
3330,treino
8236,treino
21878,treino
30902,treino
9453,treino
7553,treino
7384,treino
2454,treino
20223,treino
24866,treino
30077,treino
8833,treino
21704,treino
30497,treino
12361,treino
8942,treino
28011,treino
11480,treino
22252,treino
22732,treino
32433,treino
14862,treino
20535,treino
5985,treino
18934,treino
12271,treino
2625,treino
8299,treino
6837,treino
11814,treino
24893,treino
23962,treino
19884,treino
21498,treino
918,treino
7398,treino
9006,treino
17843,treino
4152,treino
13309,treino
28893,treino
652,treino
7907,treino
27537,treino
12198,treino
17365,treino
21901,treino
13550,treino
2169,treino
6490,treino
23879,treino
9317,treino
23382,treino
17880,treino
40,treino
31414,treino
31400,treino
14989,treino
18101,treino
16321,treino
9391,treino
22944,treino
1185,treino
8127,treino
14079,treino
25811,treino
19230,treino
21792,treino
2166,treino
31093,treino
30363,treino
26056,treino
1797,treino
16051,treino
13875,treino
3683,treino
2998,treino
16929,treino
8345,treino
13051,treino
16898,treino
22221,treino
4119,treino
752,treino
10321,treino
29834,treino
13368,treino
28258,treino
9882,treino
28947,treino
1126,treino
30403,treino
18126,treino
10812,treino
10019,treino
24989,treino
10001,treino
13596,treino
23673,treino
30260,treino
30035,treino
13894,treino
11009,treino
1361,treino
16945,treino
1084,treino
8506,treino
23717,treino
25986,treino
5199,treino
25361,treino
26862,treino
21896,treino
13205,treino
9897,treino
7637,treino
23555,treino
16993,treino
8153,treino
12523,treino
1196,treino
32190,treino
24430,treino
24664,treino
16957,treino
6925,treino
19038,treino
5402,treino
1271,treino
24492,treino
6624,treino
5888,treino
30839,treino
15774,treino
12669,treino
18508,treino
9968,treino
7261,treino
14693,treino
6007,treino
12033,treino
8332,treino
22990,treino
21646,treino
6578,treino
651,treino
18672,treino
13481,treino
26771,treino
4495,treino
14049,treino
28809,treino
14766,treino
8729,treino
26697,treino
10635,treino
22409,treino
15894,treino
24274,treino
4762,treino
18245,treino
30728,treino
15638,treino
29994,treino
31379,treino
25771,treino
4648,treino
15586,treino
5181,treino
6713,treino
6510,treino
24099,treino
18644,treino
4286,treino
28281,treino
17110,treino
13750,treino
5414,treino
28178,treino
565,treino
16933,treino
18867,treino
3560,treino
24233,treino
8611,treino
5643,treino
20639,treino
5503,treino
19800,treino
10184,treino
24065,treino
26978,treino
23675,treino
27975,treino
28487,treino
5014,treino
18778,treino
21023,treino
32226,treino
26782,treino
15984,treino
13653,treino
17828,treino
16127,treino
362,treino
4025,treino
9701,treino
7082,treino
6081,treino
16695,treino
3432,treino
1795,treino
26798,treino
1256,treino
27274,treino
20757,treino
26129,treino
24775,treino
124,treino
22644,treino
14552,treino
22159,treino
318,treino
21830,treino
28360,treino
15680,treino
6312,treino
30025,treino
26855,treino
11632,treino
15265,treino
21315,treino
29735,treino
6970,treino
26993,treino
24114,treino
30759,treino
31293,treino
12236,treino
3829,treino
3105,treino
16338,treino
8213,treino
1354,treino
19163,treino
23796,treino
29729,treino
30295,treino
30216,treino
26020,treino
31019,treino
22396,treino
14599,treino
28098,treino
27578,treino
30807,treino
5771,treino
7366,treino
13539,treino
20307,treino
19343,treino
6069,treino
58,treino
20377,treino
5275,treino
25819,treino
17271,treino
20110,treino
8826,treino
15008,treino
18792,treino
29296,treino
4587,treino
13620,treino
25884,treino
12165,treino
17454,treino
24514,treino
16845,treino
8489,treino
4444,treino
9908,treino
11579,treino
22991,treino
4993,treino
962,treino
5593,treino
4852,treino
32152,treino
25813,treino
30978,treino
30375,treino
8145,treino
17915,treino
11289,treino
6042,treino
5897,treino
11336,treino
31064,treino
32234,treino
18677,treino
12895,treino
26770,treino
9370,treino
22929,treino
17045,treino
12764,treino
9747,treino
9259,treino
27025,treino
31663,treino
25409,treino
31897,treino
10519,treino
1644,treino
5215,treino
20111,treino
18462,treino
5104,treino
3700,treino
11532,treino
31745,treino
25050,treino
4870,treino
2858,treino
4492,treino
11505,treino
10035,treino
16128,treino
23940,treino
12182,treino
27104,treino
15157,treino
25175,treino
5031,treino
13059,treino
11108,treino
12496,treino
30709,treino
23156,treino
31699,treino
17417,treino
4661,treino
18405,treino
9549,treino
31179,treino
19132,treino
12247,treino
11179,treino
29395,treino
4692,treino
30803,treino
20748,treino
11156,treino
7483,treino
18103,treino
14805,treino
23051,treino
9634,treino
11927,treino
30768,treino
12622,treino
25076,treino
19239,treino
885,treino
3663,treino
17641,treino
5740,treino
18494,treino
23929,treino
23965,treino
24545,treino
19363,treino
3493,treino
22519,treino
18727,treino
27982,treino
8312,treino
17671,treino
16076,treino
11390,treino
12925,treino
28238,treino
18813,treino
6517,treino
29751,treino
13255,treino
27084,treino
8832,treino
17079,treino
12429,treino
3993,treino
23890,treino
4675,treino
26148,treino
12559,treino
8359,treino
26580,treino
17321,treino
31885,treino
31951,treino
8198,treino
24207,treino
31832,treino
9053,treino
14181,treino
12724,treino
12389,treino
9170,treino
11375,treino
8776,treino
5208,treino
25024,treino
18875,treino
2338,treino
16214,treino
5515,treino
31660,treino
23042,treino
7700,treino
6737,treino
29498,treino
11470,treino
1205,treino
15595,treino
28434,treino
15674,treino
30908,treino
6928,treino
999,treino
19915,treino
32200,treino
12966,treino
19658,treino
29415,treino
9902,treino
19715,treino
5701,treino
5102,treino
3833,treino
497,treino
3687,treino
16140,treino
4520,treino
17292,treino
9207,treino
13265,treino
6537,treino
27835,treino
11686,treino
17116,treino
28562,treino
31548,treino
5417,treino
7260,treino
177,treino
19888,treino
13986,treino
22138,treino
29024,treino
15643,treino
21856,treino
9764,treino
12991,treino
24323,treino
7247,treino
31178,treino
29983,treino
27923,treino
24379,treino
8003,treino
32270,treino
12779,treino
1414,treino
27698,treino
17541,treino
19086,treino
18234,treino
5133,treino
16539,treino
8996,treino
1934,treino
26984,treino
9786,treino
12664,treino
26458,treino
28768,treino
19553,treino
21914,treino
24954,treino
13681,treino
28372,treino
12686,treino
27552,treino
12639,treino
14343,treino
22113,treino
9194,treino
19847,treino
9222,treino
11131,treino
7205,treino
27217,treino
15212,treino
31675,treino
15113,treino
24683,treino
2323,treino
19237,treino
30064,treino
29009,treino
17596,treino
13017,treino
20060,treino
8152,treino
17945,treino
15051,treino
25252,treino
8504,treino
4018,treino
14903,treino
16529,treino
10145,treino
24547,treino
10056,treino
13066,treino
14330,treino
27968,treino
10901,treino
22291,treino
18167,treino
26775,treino
14273,treino
5100,treino
15173,treino
21681,treino
5810,treino
17724,treino
21931,treino
6336,treino
7770,treino
13951,treino
630,treino
28707,treino
27445,treino
24635,treino
4318,treino
16633,treino
8375,treino
12335,treino
969,treino
2830,treino
23511,treino
11574,treino
28443,treino
16896,treino
31504,treino
9056,treino
9765,treino
1530,treino
23391,treino
23061,treino
32413,treino
3936,treino
10697,treino
20795,treino
31040,treino
11621,treino
1654,treino
27103,treino
7611,treino
17619,treino
21671,treino
19559,treino
28574,treino
11614,treino
19918,treino
15179,treino
28960,treino
10506,treino
19333,treino
6681,treino
4845,treino
24529,treino
22157,treino
12154,treino
6473,treino
6983,treino
